chunk_id,doc_id,source,title,url,text
6930,2736,PubMed,Federated machine learning for a facilitated implementation of Artificial Intelligence in healthcare - a proof of concept study for the prediction of coronary artery calcification scores.,https://pubmed.ncbi.nlm.nih.gov/36054833/," that with a sensitivity of 67% while slightly underperforming it with a specificity of 69%. It could be demonstrated that CACS prediction is feasible via both, a centralized and an FL approach, and that both show very comparable accuracy. In order to increase accuracy, additional and a higher volume of patient data is required and for that FL is utterly necessary. The developed ""CACulator"" serves as proof of concept, is available as research tool and shall support future research to facilitate AI implementation."
6931,2737,PubMed,Fused federated learning framework for secure and decentralized patient monitoring in healthcare 5.0 using IoMT.,https://pubmed.ncbi.nlm.nih.gov/40624105/,"Federated Learning (FL) enables artificial intelligence frameworks to train on private information without compromising privacy, which is especially useful in the medical and healthcare industries where the knowledge or data at hand is never enough. It paved the way for a substantial amount of study because of the high degree of communication efficacy it possessed, which is connected to dispersed training issues. The major goal of this paper is to shed light on how FL approaches might be adapted and put to use in several aspects of healthcare, including medicine discovery, medical assessment, digital health management, and the forecasting and identification of disease. This article presents a comprehensive and in-depth study of the data about fused federated learning in healthcare version 5.0. The purpose of this research is to develop a Healthcare 5.0 monitoring system by utilizing a fu"
6932,2737,PubMed,Fused federated learning framework for secure and decentralized patient monitoring in healthcare 5.0 using IoMT.,https://pubmed.ncbi.nlm.nih.gov/40624105/,"ut fused federated learning in healthcare version 5.0. The purpose of this research is to develop a Healthcare 5.0 monitoring system by utilizing a fused federated learning approach integrated with RTS-DELM. It gives medical practitioners the ability to monitor patients through the use of various medical sensors and to take remedial action at regular intervals. The approach is shown to be successfully improved by the use of the recommended system, which is intended for healthcare monitoring. This paper introduces a novel framework leveraging Fused Federated Learning (FFL) integrated with IoMT devices aimed at securely monitoring patient health data in a decentralized manner. This study introduces a novel integration of Real-Time Sequential Deep Extreme Learning Machine (RTS-DELM) and Fused Federated Learning (FFL) for secure and decentralized chronic kidney disease diagnosis within Healt"
6933,2737,PubMed,Fused federated learning framework for secure and decentralized patient monitoring in healthcare 5.0 using IoMT.,https://pubmed.ncbi.nlm.nih.gov/40624105/,"Deep Extreme Learning Machine (RTS-DELM) and Fused Federated Learning (FFL) for secure and decentralized chronic kidney disease diagnosis within Healthcare 5.0. The proposed approach efficiently aggregates data from distributed Internet of Medical Things (IoMT) devices, enhancing predictive accuracy while maintaining patient privacy. Experimental validation demonstrates significant improvements, achieving an accuracy rate of 98.21%, thereby showcasing superior performance over existing federated learning methodologies."
6934,2738,PubMed,Low-Latency Federated Learning via Dynamic Model Partitioning for Healthcare IoT.,https://pubmed.ncbi.nlm.nih.gov/37486831/,"Federated learning (FL) is receiving much attention in the Healthcare Internet of Things (H-IoT) to support various instantaneous E-health services. Today, the deployment of FL suffers from several challenges, such as high training latency and data privacy leakage risks, especially for resource-constrained medical devices. In this article, we develop a three-layer FL architecture to decrease training latency by introducing split learning into FL. We formulate a long-term optimization problem to minimize the local model training latency while preserving the privacy of the original medical data in H-IoT. Specially, a Privacy-ware Model Partitioning Algorithm (PMPA) is proposed to solve the formulated problem based on the Lyapunov optimization theory. In PMPA, the local model is partitioned properly between a resource-constrained medical end device and an edge server, which meets privacy re"
6935,2738,PubMed,Low-Latency Federated Learning via Dynamic Model Partitioning for Healthcare IoT.,https://pubmed.ncbi.nlm.nih.gov/37486831/," theory. In PMPA, the local model is partitioned properly between a resource-constrained medical end device and an edge server, which meets privacy requirements and energy consumption constraints. The proposed PMPA is separated into two phases. In the first phase, a partition point set is obtained using Kullback-Leibler (KL) divergence to meet the privacy requirement. In the second phase, we employ the model partitioning function, derived through Lyapunov optimization, to select the partition point from the partition point set that that satisfies the energy consumption constraints. Simulation results show that compared with traditional FL, the proposed algorithm can significantly reduce the local training latency. Moreover, the proposed algorithm improves the efficiency of medical image classification while ensuring medical data security."
6936,2739,PubMed,MetaFed: Federated Learning Among Federations With Cyclic Knowledge Distillation for Personalized Healthcare.,https://pubmed.ncbi.nlm.nih.gov/37506019/,"Federated learning (FL) has attracted increasing attention to building models without accessing raw user data, especially in healthcare. In real applications, different federations can seldom work together due to possible reasons such as data heterogeneity and distrust/inexistence of the central server. In this article, we propose a novel framework called MetaFed to facilitate trustworthy FL between different federations. MetaFed obtains a personalized model for each federation without a central server via the proposed cyclic knowledge distillation. Specifically, MetaFed treats each federation as a meta distribution and aggregates knowledge of each federation in a cyclic manner. The training is split into two parts: common knowledge accumulation and personalization. Comprehensive experiments on seven benchmarks demonstrate that MetaFed without a server achieves better accuracy compared w"
6937,2739,PubMed,MetaFed: Federated Learning Among Federations With Cyclic Knowledge Distillation for Personalized Healthcare.,https://pubmed.ncbi.nlm.nih.gov/37506019/,"ation and personalization. Comprehensive experiments on seven benchmarks demonstrate that MetaFed without a server achieves better accuracy compared with state-of-the-art methods [e.g., 10%+ accuracy improvement compared with the baseline for physical activity monitoring dataset (PAMAP2)] with fewer communication costs. More importantly, MetaFed shows remarkable performance in real-healthcare-related applications."
6938,2740,PubMed,Multi-modal federated learning with differential privacy for privacy-preserving healthcare AI.,https://pubmed.ncbi.nlm.nih.gov/42106485/,"The growing adoption of artificial intelligence in healthcare highlights the need for models that can leverage heterogeneous patient data while preserving strict privacy requirements. This paper proposes a novel multi-modal federated learning framework with differential privacy for decentralized healthcare AI. The model integrates electronic health records and ECG time-series using modality-specific encoders and a shared latent fusion network, enabling comprehensive representation learning without centralizing sensitive data. Differential privacy is incorporated into local updates to provide formal guarantees against information leakage in federated aggregation. Extensive experiments on real-world healthcare datasets show that the proposed method achieves [Formula: see text] accuracy, [Formula: see text] precision, [Formula: see text] recall, [Formula: see text] F1-score, and [Formula: s"
6939,2740,PubMed,Multi-modal federated learning with differential privacy for privacy-preserving healthcare AI.,https://pubmed.ncbi.nlm.nih.gov/42106485/,"method achieves [Formula: see text] accuracy, [Formula: see text] precision, [Formula: see text] recall, [Formula: see text] F1-score, and [Formula: see text] AUC, outperforming centralized, single-modality, and non-private baselines. The framework also converges [Formula: see text] faster than single-modality federated learning, reaching [Formula: see text] accuracy in 35 rounds. An ablation study confirms the contribution of multi-modal fusion and class balancing, while client variance analysis shows the lowest performance deviation ([Formula: see text]) under heterogeneous distributions. These results indicate that combining federated optimization, differential privacy, and multi-modal learning provides an effective framework for privacy-preserving clinical AI, with potential for deployment in distributed healthcare settings."
6940,2741,PubMed,MedShieldFL-a privacy-preserving hybrid federated learning framework for intelligent healthcare systems.,https://pubmed.ncbi.nlm.nih.gov/41345162/,"Recent advances in artificial intelligence have greatly increased the accuracy of computer-assisted diagnosis for serious conditions including brain tumours. However, concerns about data privacy, class imbalance, and the diversity of medical datasets limit the application of centralised deep learning models in healthcare. This article introduces MedShieldFL, a hybrid privacy-preserving federated learning architecture that enables secure and decentralised brain tumour classification across many medical institutions. The approach uses data augmentation techniques to reduce class imbalance and homomorphic encryption to safely aggregate model changes while safeguarding sensitive patient data. The basic model is a ResNet-18-based classifier that strikes the ideal balance between accuracy and speed. The test results for MedShieldFL show that it can accurately group data into 93% to 96% of the "
6941,2741,PubMed,MedShieldFL-a privacy-preserving hybrid federated learning framework for intelligent healthcare systems.,https://pubmed.ncbi.nlm.nih.gov/41345162/, strikes the ideal balance between accuracy and speed. The test results for MedShieldFL show that it can accurately group data into 93% to 96% of the time. This approach improves performance by about 2% compared to traditional federated learning models and keeps data privacy safe enough. The framework makes sure that the extra work that encryption adds to real-world programs stays within acceptable limits. This keeps execution times fair. Medical picture evaluation with MedShieldFL is a useful and flexible technology that protects privacy. This makes it easier for current healthcare systems to use AI that is safe and works with other AI.
6942,2742,PubMed,From algorithmic innovation to clinical deployment: A systematic review of methodological gaps limiting federated learning in healthcare.,https://pubmed.ncbi.nlm.nih.gov/41785737/,"Federated learning (FL) is a distributed machine learning paradigm designed to enable model training across decentralized data sources without requiring data centralization. This review critically examines FL as a methodological approach in biomedical informatics, summarizing its conceptual foundations, methodological variants, successes, and limitations, and identifying directions for future research. We conducted a systematic methodological review following PRISMA 2020 guidelines. Searches were performed in PubMed, Web of Science, Scopus, IEEE Xplore, and Google Scholar for studies published between January 2017 and March 2025. Articles were included if they proposed, extended, or critically analyzed FL methods for biomedical or life science data. Methods were categorized by federation topology, optimization strategy, data heterogeneity handling, privacy mechanisms, evaluation design, "
6943,2742,PubMed,From algorithmic innovation to clinical deployment: A systematic review of methodological gaps limiting federated learning in healthcare.,https://pubmed.ncbi.nlm.nih.gov/41785737/,"nce data. Methods were categorized by federation topology, optimization strategy, data heterogeneity handling, privacy mechanisms, evaluation design, and translational readiness. From 8,412 records, 97 articles met inclusion criteria. Rapid methodological innovation exists in optimization and privacy mechanisms, while support for design-time evaluation and governance remains limited. Federated learning represents a significant methodological advance in biomedical informatics but current implementations address only a subset of translational challenges. Future work must integrate study design, evaluation, interpretability, and governance into FL methods."
6944,2743,PubMed,Federated learning for medical imaging radiology.,https://pubmed.ncbi.nlm.nih.gov/38011227/,"Federated learning (FL) is gaining wide acceptance across the medical AI domains. FL promises to provide a fairly acceptable clinical-grade accuracy, privacy, and generalisability of machine learning models across multiple institutions. However, the research on FL for medical imaging AI is still in its early stages. This paper presents a review of recent research to outline the difference between state-of-the-art [SOTA] (published literature) and state-of-the-practice [SOTP] (applied research in realistic clinical environments). Furthermore, the review outlines the future research directions considering various factors such as data, learning models, system design, governance, and human-in-loop to translate the SOTA into SOTP and effectively collaborate across multiple institutions."
6945,2744,PubMed,Securing healthcare data: A federated learning framework with hybrid encryption in cluster environments.,https://pubmed.ncbi.nlm.nih.gov/40331546/,"The study's novel contribution is the development and evaluation of a hybrid encryption scheme combining Elliptic Curve Cryptography (ECC) with the Serpent symmetric encryption algorithm, demonstrating enhanced security and performance for safeguarding healthcare data in cluster environments while ensuring scalability, interoperability, and compliance with HIPAA regulations. The primary objectives include assessing the suitability of the ECC-Serpent hybrid encryption for safeguarding healthcare data, ensuring the scalability and interoperability of this encryption solution with existing healthcare systems, and implementing secure communication channels within cluster environments. The combination of Elliptic Curve Cryptography (ECC) and the Serpent algorithm leverages ECC's efficient key management and Serpent's robust symmetric encryption to provide enhanced security and performance, en"
6946,2744,PubMed,Securing healthcare data: A federated learning framework with hybrid encryption in cluster environments.,https://pubmed.ncbi.nlm.nih.gov/40331546/," Serpent algorithm leverages ECC's efficient key management and Serpent's robust symmetric encryption to provide enhanced security and performance, ensuring scalable and resilient data protection in cluster environments. This hybrid approach addresses both key distribution efficiency and high encryption strength, which are critical for securing sensitive healthcare data. This hybrid approach addresses key distribution efficiency and high encryption strength, which are critical for securing sensitive healthcare data. The study employs a hierarchical key management strategy, utilizing ECC for secure key exchange and distribution, paired with regular key rotation and storage practices to maintain compliance with HIPAA regulations and ensure the ongoing protection of sensitive healthcare data. Overall, the research underscores the critical need for healthcare organizations to adhere to HIPAA"
6947,2744,PubMed,Securing healthcare data: A federated learning framework with hybrid encryption in cluster environments.,https://pubmed.ncbi.nlm.nih.gov/40331546/,"e ongoing protection of sensitive healthcare data. Overall, the research underscores the critical need for healthcare organizations to adhere to HIPAA regulations and implement robust encryption measures to protect patient privacy and secure sensitive medical information. The study concludes that the ECC-Serpent hybrid encryption scheme is a viable and effective solution for enhancing healthcare data security in cluster environments, ensuring both data integrity and regulatory compliance. The implemented Python framework yielded promising results, the key finding is that the ECC-Serpent hybrid encryption scheme is a viable and effective solution for enhancing healthcare data security in cluster environments, achieving an accuracy rate of 97.5% in safeguarding patient data."
6948,2745,PubMed,PPFL: A personalized progressive federated learning method for leveraging different healthcare institution-specific features.,https://pubmed.ncbi.nlm.nih.gov/39381738/,"Federated learning (FL) in healthcare allows the collaborative training of models on distributed data sources, while ensuring privacy and leveraging collective knowledge. However, as each institution collects data separately, conventional FL cannot leverage the different features depending on the institution. We proposed a personalized progressive FL (PPFL) approach that leverages client-specific features and evaluated with real-world datasets. We compared the performance of in-hospital mortality prediction between our model and conventional models based on accuracy and area under the receiver operating characteristic (AUROC). PPFL achieved an accuracy of 0.941 and AUROC of 0.948, which were higher than the scores of the local models and FedAvg algorithm. We also observed that PPFL achieved a similar performance for cancer data. We identified client-specific features that can contribute "
6949,2745,PubMed,PPFL: A personalized progressive federated learning method for leveraging different healthcare institution-specific features.,https://pubmed.ncbi.nlm.nih.gov/39381738/,dAvg algorithm. We also observed that PPFL achieved a similar performance for cancer data. We identified client-specific features that can contribute to mortality. PPFL is a personalized federated algorithm for heterogeneously distributed clients that expands the feature space for client-specific vertical feature information.
6950,2746,PubMed,Medical Imaging Applications of Federated Learning.,https://pubmed.ncbi.nlm.nih.gov/37835883/,"Since its introduction in 2016, researchers have applied the idea of Federated Learning (FL) to several domains ranging from edge computing to banking. The technique's inherent security benefits, privacy-preserving capabilities, ease of scalability, and ability to transcend data biases have motivated researchers to use this tool on healthcare datasets. While several reviews exist detailing FL and its applications, this review focuses solely on the different applications of FL to medical imaging datasets, grouping applications by diseases, modality, and/or part of the body. This Systematic Literature review was conducted by querying and consolidating results from ArXiv, IEEE Xplorer, and PubMed. Furthermore, we provide a detailed description of FL architecture, models, descriptions of the performance achieved by FL models, and how results compare with traditional Machine Learning (ML) mod"
6951,2746,PubMed,Medical Imaging Applications of Federated Learning.,https://pubmed.ncbi.nlm.nih.gov/37835883/," of FL architecture, models, descriptions of the performance achieved by FL models, and how results compare with traditional Machine Learning (ML) models. Additionally, we discuss the security benefits, highlighting two primary forms of privacy-preserving techniques, including homomorphic encryption and differential privacy. Finally, we provide some background information and context regarding where the contributions lie. The background information is organized into the following categories: architecture/setup type, data-related topics, security, and learning types. While progress has been made within the field of FL and medical imaging, much room for improvement and understanding remains, with an emphasis on security and data issues remaining the primary concerns for researchers. Therefore, improvements are constantly pushing the field forward. Finally, we highlighted the challenges in "
6952,2746,PubMed,Medical Imaging Applications of Federated Learning.,https://pubmed.ncbi.nlm.nih.gov/37835883/,"ing the primary concerns for researchers. Therefore, improvements are constantly pushing the field forward. Finally, we highlighted the challenges in deploying FL in medical imaging applications and provided recommendations for future directions."
6953,2747,PubMed,A Scalable and Transferable Federated Learning System for Classifying Healthcare Sensor Data.,https://pubmed.ncbi.nlm.nih.gov/35486556/,"With the development of Internet of Medical Things, massive healthcare sensor data (HSD) are transmitted in the Internet, which faces various security problems. Healthcare data are sensitive and important for patients. Automatic classification of HSD has significant value for protecting the privacy of patients. Recently, the edge computing-based federated learning has brought new opportunities and challenges. It is difficult to develop a lightweight HSD classification system for edge computing. In particular, the classification system should consider the dynamic characteristics of HSD, e.g., the change of data distributions and the appearance of initially unknown classes. To solve these problems, the paper proposes a scalable and transferable classification system, called SCALT. It is a one-classifier-per-class system based on federated learning. It comprises a one-dimensional convolutio"
6954,2747,PubMed,A Scalable and Transferable Federated Learning System for Classifying Healthcare Sensor Data.,https://pubmed.ncbi.nlm.nih.gov/35486556/,"le classification system, called SCALT. It is a one-classifier-per-class system based on federated learning. It comprises a one-dimensional convolution-based network for feature extraction, and an individual mini-classifier for each class. It is easy to be scaled when new class appears since only a mini-classifier will be trained. The feature extractor is updated only when it is transferred to a new task. SCALT has a parameter protection mechanism, which can avoid catastrophic forgetting in sequential HSD classification tasks. We conduct comprehensive experiments to evaluate SCALT on three different physiological signal datasets: Electrocardiogram, Electroencephalogram and Photoplethysmograph. The accuracies on the three datasets are 98.65%, 91.10% and 89.93% respectively, which are higher than the compared state-of-the-art works. At last, an application of applying SCALT to protect the "
6955,2747,PubMed,A Scalable and Transferable Federated Learning System for Classifying Healthcare Sensor Data.,https://pubmed.ncbi.nlm.nih.gov/35486556/,", 91.10% and 89.93% respectively, which are higher than the compared state-of-the-art works. At last, an application of applying SCALT to protect the privacy of patients is presented."
6956,2748,PubMed,Federated Learning in Risk Prediction: A Primer and Application to COVID-19-Associated Acute Kidney Injury.,https://pubmed.ncbi.nlm.nih.gov/35835066/,"Modern machine learning and deep learning algorithms require large amounts of data; however, data sharing between multiple healthcare institutions is limited by privacy and security concerns. Federated learning provides a functional alternative to the single-institution approach while avoiding the pitfalls of data sharing. In cross-silo federated learning, the data do not leave a site. The raw data are stored at the site of collection. Models are created at the site of collection and are updated locally to achieve a learning objective. We demonstrate a use case with COVID-19-associated AKI. We showed that federated models outperformed their local counterparts, even when evaluated on local data in the test dataset, and performance was like those being used for pooled data. Increases in performance at a given hospital were inversely proportional to dataset size at a given hospital, which s"
6957,2748,PubMed,Federated Learning in Risk Prediction: A Primer and Application to COVID-19-Associated Acute Kidney Injury.,https://pubmed.ncbi.nlm.nih.gov/35835066/,"hose being used for pooled data. Increases in performance at a given hospital were inversely proportional to dataset size at a given hospital, which suggests that hospitals with smaller datasets have significant room for growth with federated learning approaches. This short article provides an overview of federated learning, gives a use case for COVID-19-associated acute kidney injury, and finally details the issues along with some potential solutions."
6958,2749,PubMed,"Orbital learning: a novel, actively orchestrated decentralised learning for healthcare.",https://pubmed.ncbi.nlm.nih.gov/38714825/,"A novel collaborative and continual learning across a network of decentralised healthcare units, avoiding identifiable data-sharing capacity, is proposed. Currently available methodologies, such as federated learning and swarm learning, have demonstrated decentralised learning. However, the majority of them face shortcomings that affect their performance and accuracy. These shortcomings include a non-uniform rate of data accumulation, non-uniform patient demographics, biased human labelling, and erroneous or malicious training data. A novel method to reduce such shortcomings is proposed in the present work through selective grouping and displacing of actors in a network of many entities for intra-group sharing of learning with inter-group accessibility. The proposed system, known as Orbital Learning, incorporates various features from split learning and ensemble learning for a robust and"
6959,2749,PubMed,"Orbital learning: a novel, actively orchestrated decentralised learning for healthcare.",https://pubmed.ncbi.nlm.nih.gov/38714825/,"ccessibility. The proposed system, known as Orbital Learning, incorporates various features from split learning and ensemble learning for a robust and secure performance of supervised models. A digital embodiment of the information quality and flow within a decentralised network, this platform also acts as a digital twin of healthcare network. An example of ECG classification for arrhythmia with 6 clients is used to analyse its performance and is compared against federated learning. In this example, four separate experiments are conducted with varied configurations, such as varied age demographics and clients with data tampering. The results obtained show an average area under receiver operating characteristic curve (AUROC) of 0.819 (95% CI 0.784-0.853) for orbital learning whereas 0.714 (95% CI 0.692-0.736) for federated learning. This result shows an increase in overall performance and"
6960,2749,PubMed,"Orbital learning: a novel, actively orchestrated decentralised learning for healthcare.",https://pubmed.ncbi.nlm.nih.gov/38714825/," 0.784-0.853) for orbital learning whereas 0.714 (95% CI 0.692-0.736) for federated learning. This result shows an increase in overall performance and establishes that the proposed system can address the majority of the issues faced by existing decentralised learning methodologies. Further, a scalability demo conducted establishes the versatility and scalability of this platform in handling state-of-the-art large language models."
6961,2750,PubMed,Scoring Aided Federated Learning on Long-Tailed Data for Wireless IoMT Based Healthcare System.,https://pubmed.ncbi.nlm.nih.gov/37531307/,"In this article, we propose a novel federated learning (FL) framework for wireless Internet of Medical Things (IoMT) based healthcare systems, where multiple mobile clients and one edge server (ES) collaboratively train a shared model on long-tail data through wireless channels. However, the presence of long-tailed data in this system may introduce a biased global model which fails to handle the tail classes. Additionally, the occurrence of severe fading in wireless channels may prevent mobile clients from successfully uploading local models to the ES, thereby excluding them from participating in the model aggregation. These situations adversely affect the performance of FL. To overcome these challenges, we propose a novel scoring aided FL framework that uses a scoring-based sampling strategy to select mobile clients with more tailed data and better transmission conditions to upload thei"
6962,2750,PubMed,Scoring Aided Federated Learning on Long-Tailed Data for Wireless IoMT Based Healthcare System.,https://pubmed.ncbi.nlm.nih.gov/37531307/,"framework that uses a scoring-based sampling strategy to select mobile clients with more tailed data and better transmission conditions to upload their local models. Specifically, we leverage the logits to explore the data distribution among local clients and propose a logits based scoring client selection method to alleviate the impact of long-tailed data. Moreover, we address the impact of severe fading by incorporating the channel state information (CSI) and data rate of clients into the logits based scoring and proposing a novel logits and model upload rate based client selection method. Experimental results demonstrate the effectiveness of our proposed framework. In particular, compared to the conventional FedAvg, the proposed framework can achieve accuracy gains ranging from 4.44% to 28.36% on the CIFAR-10-LT dataset with an imbalance factor (IF) of 50."
6963,2750,PubMed,Scoring Aided Federated Learning on Long-Tailed Data for Wireless IoMT Based Healthcare System.,https://pubmed.ncbi.nlm.nih.gov/37531307/,k can achieve accuracy gains ranging from 4.44% to 28.36% on the CIFAR-10-LT dataset with an imbalance factor (IF) of 50.
6964,2751,PubMed,Towards More Efficient Data Valuation in Healthcare Federated Learning using Ensembling.,https://pubmed.ncbi.nlm.nih.gov/36745141/,"Federated Learning (FL) wherein multiple institutions collaboratively train a machine learning model without sharing data is becoming popular. Participating institutions might not contribute equally - some contribute more data, some better quality data or some more diverse data. To fairly rank the contribution of different institutions, Shapley value (SV) has emerged as the method of choice. Exact SV computation is impossibly expensive, especially when there are hundreds of contributors. Existing SV computation techniques use approximations. However, in healthcare where the number of contributing institutions are likely not of a colossal scale, computing exact SVs is still exorbitantly expensive, but not impossible. For such settings, we propose an efficient SV computation technique called SaFE (Shapley Value for Federated Learning using Ensembling). We empirically show that SaFE compute"
6965,2751,PubMed,Towards More Efficient Data Valuation in Healthcare Federated Learning using Ensembling.,https://pubmed.ncbi.nlm.nih.gov/36745141/,"opose an efficient SV computation technique called SaFE (Shapley Value for Federated Learning using Ensembling). We empirically show that SaFE computes values that are close to exact SVs, and that it performs better than current SV approximations. This is particularly relevant in medical imaging setting where widespread heterogeneity across institutions is rampant and fast accurate data valuation is required to determine the contribution of each participant in multi-institutional collaborative learning."
6966,2752,PubMed,Blockchain framework with IoT device using federated learning for sustainable healthcare systems.,https://pubmed.ncbi.nlm.nih.gov/40701986/,"The Internet of Medical Things (IoMT) sector has advanced rapidly in recent years, and security and privacy are essential considerations in the IoMT due to the extensive scope and implementation of IoMT networks. Machine learning (ML) and blockchain (BC) technologies have dramatically improved the functionalities and services of Healthcare 5.0, giving rise to a new domain termed Smart Healthcare. A proactive healthcare system may prevent long-term harm by recognizing issues early. This would improve patients' quality of life while alleviating their worry and healthcare expenses. The IoMT facilitates several capabilities in information technology, including intelligent and interactive healthcare. Consolidating medical information into a singular repository to train a robust ML model engenders apprehensions around privacy, ownership, and adherence to regulatory standards due to increased c"
6967,2752,PubMed,Blockchain framework with IoT device using federated learning for sustainable healthcare systems.,https://pubmed.ncbi.nlm.nih.gov/40701986/,"ular repository to train a robust ML model engenders apprehensions around privacy, ownership, and adherence to regulatory standards due to increased concentration. Federated learning (FL) addresses previous challenges using a centralized aggregate server to distribute global learning models. The local participant controls patient data, ensuring data confidentiality and security. Hence, this study proposes the Federated Blockchain-IoT Framework for Sustainable Healthcare Systems (FBCI-SHS) for a secure health monitoring system. Additionally, this paper presents the Intrusion Detection System (IDS) as a tool for healthcare network intrusion detection, allowing doctors to track patients' vitals using medical sensors and anticipate when they could become sick so they can take preventative steps. The suggested system proves that the method is well-suited for medical monitoring. In contrast, t"
6968,2752,PubMed,Blockchain framework with IoT device using federated learning for sustainable healthcare systems.,https://pubmed.ncbi.nlm.nih.gov/40701986/,"uld become sick so they can take preventative steps. The suggested system proves that the method is well-suited for medical monitoring. In contrast, the high prediction accuracy for intrusion detection and the high efficiency in disease detection achieved by the proposed FBI-SHS healthcare 5.0 system. The proposed method achieves data privacy and security by 98.73%, intrusion detection efficiency by 97.16%, disease detection accuracy by 96.425, proactive healthcare management by 98.37%, and interoperability by 96.74%."
6969,2753,PubMed,FL-PMI: Federated Learning-Based Person Movement Identification through Wearable Devices in Smart Healthcare Systems.,https://pubmed.ncbi.nlm.nih.gov/35214282/,"Recent technological developments, such as the Internet of Things (IoT), artificial intelligence, edge, and cloud computing, have paved the way in transforming traditional healthcare systems into smart healthcare (SHC) systems. SHC escalates healthcare management with increased efficiency, convenience, and personalization, via use of wearable devices and connectivity, to access information with rapid responses. Wearable devices are equipped with multiple sensors to identify a person's movements. The unlabeled data acquired from these sensors are directly trained in the cloud servers, which require vast memory and high computational costs. To overcome this limitation in SHC, we propose a federated learning-based person movement identification (FL-PMI). The deep reinforcement learning (DRL) framework is leveraged in FL-PMI for auto-labeling the unlabeled data. The data are then trained usi"
6970,2753,PubMed,FL-PMI: Federated Learning-Based Person Movement Identification through Wearable Devices in Smart Healthcare Systems.,https://pubmed.ncbi.nlm.nih.gov/35214282/,"n (FL-PMI). The deep reinforcement learning (DRL) framework is leveraged in FL-PMI for auto-labeling the unlabeled data. The data are then trained using federated learning (FL), in which the edge servers allow the parameters alone to pass on the cloud, rather than passing vast amounts of sensor data. Finally, the bidirectional long short-term memory (BiLSTM) in FL-PMI classifies the data for various processes associated with the SHC. The simulation results proved the efficiency of FL-PMI, with 99.67% accuracy scores, minimized memory usage and computational costs, and reduced transmission data by 36.73%."
6971,2754,PubMed,Communication-efficient federated learning via knowledge distillation.,https://pubmed.ncbi.nlm.nih.gov/35440643/,"Federated learning is a privacy-preserving machine learning technique to train intelligent models from decentralized data, which enables exploiting private data by communicating local model updates in each iteration of model learning rather than the raw data. However, model updates can be extremely large if they contain numerous parameters, and many rounds of communication are needed for model training. The huge communication cost in federated learning leads to heavy overheads on clients and high environmental burdens. Here, we present a federated learning method named FedKD that is both communication-efficient and effective, based on adaptive mutual knowledge distillation and dynamic gradient compression techniques. FedKD is validated on three different scenarios that need privacy protection, showing that it maximally can reduce 94.89% of communication cost and achieve competitive resul"
6972,2754,PubMed,Communication-efficient federated learning via knowledge distillation.,https://pubmed.ncbi.nlm.nih.gov/35440643/,"hree different scenarios that need privacy protection, showing that it maximally can reduce 94.89% of communication cost and achieve competitive results with centralized model learning. FedKD provides a potential to efficiently deploy privacy-preserving intelligent systems in many scenarios, such as intelligent healthcare and personalization."
6973,2755,PubMed,Knowledge abstraction and filtering based federated learning over heterogeneous data views in healthcare.,https://pubmed.ncbi.nlm.nih.gov/39414980/,"Robust data privacy regulations hinder the exchange of healthcare data among institutions, crucial for global insights and developing generalised clinical models. Federated learning (FL) is ideal for training global models using datasets from different institutions without compromising privacy. However, disparities in electronic healthcare records (EHRs) lead to inconsistencies in ML-ready data views, making FL challenging without extensive preprocessing and information loss. These differences arise from variations in services, care standards, and record-keeping practices. This paper addresses data view heterogeneity by introducing a knowledge abstraction and filtering-based FL framework that allows FL over heterogeneous data views without manual alignment or information loss. The knowledge abstraction and filtering mechanism maps raw input representations to a unified, semantically rich"
6974,2755,PubMed,Knowledge abstraction and filtering based federated learning over heterogeneous data views in healthcare.,https://pubmed.ncbi.nlm.nih.gov/39414980/,"manual alignment or information loss. The knowledge abstraction and filtering mechanism maps raw input representations to a unified, semantically rich shared space for effective global model training. Experiments on three healthcare datasets demonstrate the framework's effectiveness in overcoming data view heterogeneity and facilitating information sharing in a federated setup."
6975,2756,PubMed,FedMedSecure: federated few-shot learning with cross-attention mechanisms and explainable AI for collaborative healthcare cybersecurity.,https://pubmed.ncbi.nlm.nih.gov/41238815/,"The proliferation of Internet of Medical Things (IoMT) devices has created cybersecurity challenges that requiring advanced threat detection techniques along with preserving patient privacy. This paper introduces FedMedSecure, a federated few-shot learning framework to provide privacy-preserving and collaborative learning, explainable AI, and adaptive ensemble mechanisms for IoMT cybersecurity. Our approach combines CrossTransformer with learnable attack signature queries, FEAT, RelationNetwork with adaptive prototypes, and regularized MAML within a confidence-weighted ensemble architecture. The framework implements differential privacy with [Formula: see text] while achieving 75% communication reduction through efficient gradient compression. The evaluation implemented on two datasets-CICIoMT2024 (8.7M healthcare IoT samples across 19 attack categories) and CIDC2017 (2.8M general IoT sa"
